Coin,Symbol,Trend Emoji,Trend,24h Change,Current Price,Market Cap,24h Volume,Global Rank,ATH Insight,24h Range,Volatility,Chart Link,updated_at_raw,updated_at,current_price_numeric,market_cap_numeric,volume_24h_numeric,price_change_24h_numeric,global_rank_numeric,time_diff_minutes,interval_gap_flag,gap_category,pipeline_type
Ethena,ENA,🚀,Bullish 🔥,0.1336,₹38.19,"₹2,42,67,19,22,353","₹51,06,30,77,402 🔺",50,🔴 Far Below ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 07:13:04,2025-07-20 07:13:04,38.19,242671922353.0,51063077402.0,0.1336,50.0,45.35,True,46_60_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1222,₹37.73,"₹2,39,64,62,08,835","₹52,29,73,32,511 🔺",50,🔴 Far Below ATH,🔼 Near 24h High (86.4%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 07:46:10,2025-07-20 07:46:10,37.73,239646208835.0,52297332511.0,0.1222,50.0,33.1,True,31_45_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1179,₹37.72,"₹2,39,55,75,62,268","₹55,49,76,55,978 🔺",50,🔴 Far Below ATH,🔼 Near 24h High (85.8%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 08:03:55,2025-07-20 08:03:55,37.72,239557562268.0,55497655978.0,0.1179,50.0,17.75,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1296,₹38.21,"₹2,42,77,87,97,042","₹56,11,98,13,224 🔺",50,🔴 Far Below ATH,🔼 Near 24h High (96.3%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 08:22:11,2025-07-20 08:22:11,38.21,242778797042.0,56119813224.0,0.1296,50.0,18.266666666666666,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1312,₹38.29,"₹2,43,01,67,06,659","₹55,52,52,90,498 🔺",50,🔴 Far Below ATH,🔼 Near 24h High (98.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 08:31:05,2025-07-20 08:31:05,38.29,243016706659.0,55525290498.0,0.1312,50.0,8.9,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1328,₹38.68,"₹2,45,37,60,27,515","₹56,30,59,09,098 🔺",50,🔴 Far Below ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 08:45:58,2025-07-20 08:45:58,38.68,245376027515.0,56305909098.0,0.1328,50.0,14.883333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1386,₹38.89,"₹2,46,96,67,52,493","₹57,46,81,22,733 🔺",50,🔴 Far Below ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 09:00:57,2025-07-20 09:00:57,38.89,246966752493.0,57468122733.0,0.1386,50.0,14.983333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1451,₹39.26,"₹2,49,42,38,90,073","₹56,95,94,22,182 🔺",49,🔴 Far Below ATH,🔼 Near 24h High (99.8%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 09:15:58,2025-07-20 09:15:58,39.26,249423890073.0,56959422182.0,0.1451,49.0,15.016666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1456,₹39.23,"₹2,49,28,08,47,085","₹57,25,02,98,661 🔺",49,🔴 Far Below ATH,🔼 Near 24h High (99.2%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 09:30:57,2025-07-20 09:30:57,39.23,249280847085.0,57250298661.0,0.1456,49.0,14.983333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1285,₹39.12,"₹2,49,36,76,07,189","₹61,37,45,21,799 🔺",49,🔴 Far Below ATH,🔼 Near 24h High (96.8%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 09:45:57,2025-07-20 09:45:57,39.12,249367607189.0,61374521799.0,0.1285,49.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1526,₹39.63,"₹2,51,40,42,81,043","₹62,63,71,34,152 🔺",49,🔴 Far Below ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 10:00:58,2025-07-20 10:00:58,39.63,251404281043.0,62637134152.0,0.1526,49.0,15.016666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2001,₹43.45,"₹2,75,78,92,04,353","₹1,34,62,65,22,170 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (87.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 22:33:57,2025-07-20 22:33:57,43.45,275789204353.0,134626522170.0,0.2001,48.0,752.9833333333333,True,>60_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2085,₹42.99,"₹2,73,15,69,16,677","₹1,30,32,27,02,830 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (82.3%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 22:59:56,2025-07-20 22:59:56,42.99,273156916677.0,130322702830.0,0.2085,48.0,25.983333333333334,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2085,₹42.99,"₹2,73,15,69,16,677","₹1,30,32,27,02,830 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (82.3%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 23:00:15,2025-07-20 23:00:15,42.99,273156916677.0,130322702830.0,0.2085,48.0,0.31666666666666665,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2103,₹42.61,"₹2,70,80,16,42,457","₹1,45,03,67,48,913 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (78.3%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 23:21:04,2025-07-20 23:21:04,42.61,270801642457.0,145036748913.0,0.2103,48.0,20.816666666666666,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2142,₹42.72,"₹2,70,97,16,69,128","₹1,45,80,23,26,531 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (79.5%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 23:37:40,2025-07-20 23:37:40,42.72,270971669128.0,145802326531.0,0.2142,48.0,16.6,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2138,₹42.73,"₹2,72,37,49,32,231","₹1,36,90,53,17,922 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (79.5%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-20 23:54:53,2025-07-20 23:54:53,42.73,272374932231.0,136905317922.0,0.2138,48.0,17.216666666666665,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.206,₹42.79,"₹2,71,97,88,49,491","₹1,47,32,90,33,004 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (79.8%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 00:10:09,2025-07-21 00:10:09,42.79,271978849491.0,147329033004.0,0.206,48.0,15.266666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.209,₹43.1,"₹2,73,43,20,19,863","₹1,47,76,38,52,744 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (83.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 00:28:40,2025-07-21 00:28:40,43.1,273432019863.0,147763852744.0,0.209,48.0,18.516666666666666,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2122,₹43.17,"₹2,74,25,79,30,873","₹1,33,13,58,48,226 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (83.9%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 00:32:14,2025-07-21 00:32:14,43.17,274257930873.0,133135848226.0,0.2122,48.0,3.566666666666667,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2318,₹43.8,"₹2,78,30,20,19,165","₹1,37,94,92,74,149 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (89.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 01:17:26,2025-07-21 01:17:26,43.8,278302019165.0,137949274149.0,0.2318,48.0,45.2,True,46_60_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2125,₹43.32,"₹2,76,82,20,13,635","₹1,52,99,97,04,265 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (84.2%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 01:34:02,2025-07-21 01:34:02,43.32,276822013635.0,152999704265.0,0.2125,48.0,16.6,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2044,₹43.17,"₹2,74,46,74,30,106","₹1,37,91,63,18,521 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (82.2%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 01:51:42,2025-07-21 01:51:42,43.17,274467430106.0,137916318521.0,0.2044,48.0,17.666666666666668,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.2018,₹43.17,"₹2,74,46,74,30,106","₹1,37,90,81,93,356 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (82.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 02:03:17,2025-07-21 02:03:17,43.17,274467430106.0,137908193356.0,0.2018,48.0,11.583333333333334,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1972,₹43.11,"₹2,73,76,18,35,487","₹1,38,30,05,69,458 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (81.2%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 02:20:20,2025-07-21 02:20:20,43.11,273761835487.0,138300569458.0,0.1972,48.0,17.05,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1754,₹42.54,"₹2,70,33,17,04,354","₹1,37,10,22,99,774 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (74.6%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 02:58:34,2025-07-21 02:58:34,42.54,270331704354.0,137102299774.0,0.1754,48.0,38.233333333333334,True,31_45_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1772,₹42.61,"₹2,70,33,17,04,354","₹1,37,79,83,16,121 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (75.4%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 03:00:26,2025-07-21 03:00:26,42.61,270331704354.0,137798316121.0,0.1772,48.0,1.8666666666666667,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1631,₹42.59,"₹2,70,72,54,90,614","₹1,37,03,01,32,016 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (73.4%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 03:33:23,2025-07-21 03:33:23,42.59,270725490614.0,137030132016.0,0.1631,48.0,32.95,True,31_45_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.122,₹41.84,"₹2,66,61,24,45,464","₹1,49,46,04,20,235 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (62.6%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 03:49:45,2025-07-21 03:49:45,41.84,266612445464.0,149460420235.0,0.122,48.0,16.366666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1399,₹42.58,"₹2,70,54,99,93,687","₹1,50,40,12,97,754 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (72.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 04:08:07,2025-07-21 04:08:07,42.58,270549993687.0,150401297754.0,0.1399,48.0,18.366666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1259,₹42.5,"₹2,70,08,19,86,891","₹1,49,98,79,89,493 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (71.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 04:41:23,2025-07-21 04:41:23,42.5,270081986891.0,149987989493.0,0.1259,48.0,33.266666666666666,True,31_45_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1503,₹42.83,"₹2,71,42,03,16,778","₹1,34,94,05,58,852 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (75.3%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 04:59:22,2025-07-21 04:59:22,42.83,271420316778.0,134940558852.0,0.1503,48.0,17.983333333333334,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1469,₹42.64,"₹2,70,87,32,36,665","₹1,34,62,94,29,373 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (72.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 05:09:51,2025-07-21 05:09:51,42.64,270873236665.0,134629429373.0,0.1469,48.0,10.483333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1444,₹42.64,"₹2,70,97,31,26,979","₹1,34,55,82,81,587 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (72.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 05:24:14,2025-07-21 05:24:14,42.64,270973126979.0,134558281587.0,0.1444,48.0,14.383333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.126,₹41.96,"₹2,66,87,78,00,114","₹86,39,99,57,515 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (63.9%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 05:52:46,2025-07-21 05:52:46,41.96,266877800114.0,86399957515.0,0.126,48.0,28.533333333333335,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1284,₹41.93,"₹2,66,48,28,83,773","₹1,32,52,80,31,495 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (63.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 06:06:37,2025-07-21 06:06:37,41.93,266482883773.0,132528031495.0,0.1284,48.0,13.85,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1451,₹42.66,"₹2,67,59,42,60,089","₹1,49,70,19,64,993 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (72.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 06:23:22,2025-07-21 06:23:22,42.66,267594260089.0,149701964993.0,0.1451,48.0,16.75,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1394,₹43.23,"₹2,74,66,20,10,874","₹1,51,60,38,76,731 🔺",47,🔴 Far Below ATH,⚖️ In the Middle (78.4%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 06:59:19,2025-07-21 06:59:19,43.23,274662010874.0,151603876731.0,0.1394,47.0,35.95,True,31_45_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1394,₹43.23,"₹2,74,66,20,10,874","₹1,51,60,38,76,731 🔺",47,🔴 Far Below ATH,⚖️ In the Middle (78.4%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 07:00:15,2025-07-21 07:00:15,43.23,274662010874.0,151603876731.0,0.1394,47.0,0.9333333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1215,₹42.93,"₹2,72,83,42,86,617","₹1,35,50,44,76,450 🔺",47,🔴 Far Below ATH,⚖️ In the Middle (74.2%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 07:16:58,2025-07-21 07:16:58,42.93,272834286617.0,135504476450.0,0.1215,47.0,16.716666666666665,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.132,₹42.7,"₹2,70,49,03,23,886","₹1,35,69,53,64,153 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (70.9%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 07:43:25,2025-07-21 07:43:25,42.7,270490323886.0,135695364153.0,0.132,48.0,26.45,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.124,₹42.46,"₹2,70,36,08,59,795","₹1,35,93,37,94,297 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (67.5%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 07:47:44,2025-07-21 07:47:44,42.46,270360859795.0,135933794297.0,0.124,48.0,4.316666666666666,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1253,₹42.42,"₹2,69,50,74,67,118","₹1,51,10,05,14,405 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (67.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 08:00:15,2025-07-21 08:00:15,42.42,269507467118.0,151100514405.0,0.1253,48.0,12.516666666666667,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1182,₹42.62,"₹2,70,44,66,82,644","₹1,36,52,52,90,200 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (67.9%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 08:15:15,2025-07-21 08:15:15,42.62,270446682644.0,136525290200.0,0.1182,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.1081,₹42.43,"₹2,70,29,74,69,993","₹1,36,43,16,89,069 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (64.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 08:30:15,2025-07-21 08:30:15,42.43,270297469993.0,136431689069.0,0.1081,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0991,₹42.6,"₹2,70,60,79,84,639","₹1,35,79,57,03,458 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (64.3%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 08:45:15,2025-07-21 08:45:15,42.6,270607984639.0,135795703458.0,0.0991,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0852,₹42.57,"₹2,70,02,71,14,253","₹1,34,58,28,11,021 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (60.8%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 09:03:28,2025-07-21 09:03:28,42.57,270027114253.0,134582811021.0,0.0852,48.0,18.216666666666665,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0879,₹42.68,"₹2,71,04,31,58,022","₹1,32,74,96,76,981 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (62.8%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 09:21:56,2025-07-21 09:21:56,42.68,271043158022.0,132749676981.0,0.0879,48.0,18.466666666666665,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0882,₹42.75,"₹2,71,35,14,57,835","₹1,32,68,18,43,829 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (64.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 09:30:15,2025-07-21 09:30:15,42.75,271351457835.0,132681843829.0,0.0882,48.0,8.316666666666666,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0977,₹43.01,"₹2,73,16,99,49,443","₹1,47,16,26,24,087 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (68.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 09:45:15,2025-07-21 09:45:15,43.01,273169949443.0,147162624087.0,0.0977,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0732,₹42.65,"₹2,72,80,59,40,403","₹1,40,41,94,46,865 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (60.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 10:00:16,2025-07-21 10:00:16,42.65,272805940403.0,140419446865.0,0.0732,48.0,15.016666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0727,₹42.87,"₹2,72,14,15,68,503","₹1,29,29,71,25,059 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (64.9%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 10:15:16,2025-07-21 10:15:16,42.87,272141568503.0,129297125059.0,0.0727,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0897,₹42.96,"₹2,72,68,11,53,272","₹1,26,45,45,59,479 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (66.4%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 10:30:15,2025-07-21 10:30:15,42.96,272681153272.0,126454559479.0,0.0897,48.0,14.983333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0819,₹42.88,"₹2,72,46,73,34,234","₹1,26,07,32,07,338 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (64.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 10:45:15,2025-07-21 10:45:15,42.88,272467334234.0,126073207338.0,0.0819,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0802,₹42.86,"₹2,73,03,84,07,298","₹1,25,35,63,13,483 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (64.3%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 11:00:15,2025-07-21 11:00:15,42.86,273038407298.0,125356313483.0,0.0802,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0893,₹43.1,"₹2,73,75,07,45,030","₹1,25,10,55,56,364 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (68.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 11:15:15,2025-07-21 11:15:15,43.1,273750745030.0,125105556364.0,0.0893,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0742,₹43.3,"₹2,75,00,29,41,931","₹1,24,10,71,34,759 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (71.5%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 11:30:15,2025-07-21 11:30:15,43.3,275002941931.0,124107134759.0,0.0742,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0921,₹43.49,"₹2,75,14,83,21,458","₹1,24,14,08,46,676 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (75.2%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 11:45:15,2025-07-21 11:45:15,43.49,275148321458.0,124140846676.0,0.0921,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0979,₹43.75,"₹2,77,16,88,16,864","₹1,24,08,59,59,935 🔺",48,🔴 Far Below ATH,🔼 Near 24h High (80.4%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 12:00:15,2025-07-21 12:00:15,43.75,277168816864.0,124085959935.0,0.0979,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0939,₹43.43,"₹2,75,93,24,24,979","₹1,23,71,31,55,131 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (74.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 12:15:15,2025-07-21 12:15:15,43.43,275932424979.0,123713155131.0,0.0939,48.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0924,₹43.32,"₹2,75,54,69,95,372","₹1,24,25,56,12,496 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (71.9%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 12:30:16,2025-07-21 12:30:16,43.32,275546995372.0,124255612496.0,0.0924,48.0,15.016666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0872,₹43.34,"₹2,75,76,44,76,835","₹1,24,50,06,75,068 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (72.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 12:45:15,2025-07-21 12:45:15,43.34,275764476835.0,124500675068.0,0.0872,48.0,14.983333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0901,₹43.34,"₹2,75,40,91,16,679","₹1,24,39,38,83,067 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (72.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 13:00:16,2025-07-21 13:00:16,43.34,275409116679.0,124393883067.0,0.0901,48.0,15.016666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0902,₹43.33,"₹2,75,80,21,71,752","₹1,24,29,07,09,204 🔺",48,🔴 Far Below ATH,⚖️ In the Middle (71.9%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 13:15:15,2025-07-21 13:15:15,43.33,275802171752.0,124290709204.0,0.0902,48.0,14.983333333333333,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0924,₹43.37,"₹2,75,48,65,77,159","₹1,24,32,51,02,814 🔺",49,🔴 Far Below ATH,⚖️ In the Middle (72.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 13:30:15,2025-07-21 13:30:15,43.37,275486577159.0,124325102814.0,0.0924,49.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0864,₹43.19,"₹2,74,48,45,64,150","₹1,24,08,04,10,441 🔺",49,🔴 Far Below ATH,⚖️ In the Middle (68.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 13:45:16,2025-07-21 13:45:16,43.19,274484564150.0,124080410441.0,0.0864,49.0,15.016666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0837,₹43.16,"₹2,74,62,57,72,908","₹1,24,06,72,53,375 🔺",49,🔴 Far Below ATH,⚖️ In the Middle (67.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 14:00:16,2025-07-21 14:00:16,43.16,274625772908.0,124067253375.0,0.0837,49.0,15.0,False,<=15_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0649,₹42.98,"₹2,72,95,30,46,857","₹1,23,20,84,70,437 🔺",49,🔴 Far Below ATH,⚖️ In the Middle (60.1%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 14:22:38,2025-07-21 14:22:38,42.98,272953046857.0,123208470437.0,0.0649,49.0,22.366666666666667,True,15_30_min,n8n_local
Ethena,ENA,🚀,Bullish 🔥,0.0615,₹42.87,"₹2,72,42,64,27,694","₹1,22,99,77,41,654 🔺",49,🔴 Far Below ATH,⚖️ In the Middle (57.7%),🔥 High Volatility,https://www.coingecko.com/en/coins/ethena,2025-07-21 14:30:42,2025-07-21 14:30:42,42.87,272426427694.0,122997741654.0,0.0615,49.0,8.066666666666666,False,<=15_min,n8n_local
