Coin,Symbol,Trend Emoji,Trend,24h Change,Current Price,Market Cap,24h Volume,Global Rank,ATH Insight,24h Range,Volatility,Chart Link,updated_at_raw,updated_at,current_price_numeric,market_cap_numeric,volume_24h_numeric,price_change_24h_numeric,global_rank_numeric,time_diff_minutes,interval_gap_flag,gap_category,pipeline_type
Aave,AAVE,⚖️,Sideways ⚖️,-0.034,"₹27,564","₹4,18,91,15,02,702","₹77,37,52,93,316 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (25.1%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-17 23:43:56,2025-07-17 23:43:56,27564.0,418911502702.0,77375293316.0,-0.034,37.0,,False,first_record,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0317,"₹27,628","₹4,19,86,60,41,971","₹77,02,06,34,734 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (29.8%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 00:01:03,2025-07-18 00:01:03,27628.0,419866041971.0,77020634734.0,-0.0317,37.0,17.116666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0468,"₹27,164","₹4,12,69,92,63,205","₹76,07,51,65,030 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (10.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 02:10:24,2025-07-18 02:10:24,27164.0,412699263205.0,76075165030.0,-0.0468,37.0,129.35,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0431,"₹27,222","₹4,12,73,90,27,948","₹61,97,25,40,968 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (14.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 02:16:22,2025-07-18 02:16:22,27222.0,412739027948.0,61972540968.0,-0.0431,37.0,5.966666666666667,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0339,"₹28,165","₹4,27,41,70,28,451","₹90,89,02,57,590 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (81.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 09:30:57,2025-07-18 09:30:57,28165.0,427417028451.0,90890257590.0,0.0339,37.0,434.5833333333333,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0433,"₹28,548","₹4,33,94,65,54,571","₹94,11,96,19,037 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (99.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 10:16:09,2025-07-18 10:16:09,28548.0,433946554571.0,94119619037.0,0.0433,37.0,45.2,True,46_60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0394,"₹28,525","₹4,32,80,59,91,843","₹94,95,91,70,217 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (98.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 10:30:57,2025-07-18 10:30:57,28525.0,432805991843.0,94959170217.0,0.0394,37.0,14.8,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0421,"₹28,636","₹4,34,73,28,43,699","₹96,24,54,64,990 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 10:45:57,2025-07-18 10:45:57,28636.0,434732843699.0,96245464990.0,0.0421,37.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0398,"₹28,627","₹4,35,18,29,59,077","₹97,19,82,96,291 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (99.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 11:00:58,2025-07-18 11:00:58,28627.0,435182959077.0,97198296291.0,0.0398,37.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0394,"₹28,647","₹4,35,18,27,56,777","₹98,28,33,49,626 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 11:15:57,2025-07-18 11:15:57,28647.0,435182756777.0,98283349626.0,0.0394,37.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0435,"₹28,772","₹4,36,92,41,20,359","₹99,62,89,27,286 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 11:30:57,2025-07-18 11:30:57,28772.0,436924120359.0,99628927286.0,0.0435,37.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0411,"₹28,718","₹4,38,15,33,81,444","₹1,00,45,27,84,375 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (92.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 11:45:58,2025-07-18 11:45:58,28718.0,438153381444.0,100452784375.0,0.0411,37.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0307,"₹28,522","₹4,34,22,08,22,331","₹1,03,28,98,50,430 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (77.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-18 14:09:02,2025-07-18 14:09:02,28522.0,434220822331.0,103289850430.0,0.0307,37.0,143.06666666666666,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0429,"₹27,496","₹4,17,89,76,79,704","₹89,79,33,74,380 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (24.6%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 12:04:45,2025-07-19 12:04:45,27496.0,417897679704.0,89793374380.0,-0.0429,37.0,1315.7166666666667,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0445,"₹27,474","₹4,17,78,19,33,330","₹89,37,76,45,859 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (23.4%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 12:17:12,2025-07-19 12:17:12,27474.0,417781933330.0,89377645859.0,-0.0445,37.0,12.45,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0388,"₹27,309","₹4,15,06,93,72,924","₹84,39,39,90,166 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (17.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 13:27:24,2025-07-19 13:27:24,27309.0,415069372924.0,84393990166.0,-0.0388,37.0,70.2,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.04,"₹27,258","₹4,14,26,79,64,128","₹83,49,44,19,043 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (14.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 13:44:36,2025-07-19 13:44:36,27258.0,414267964128.0,83494419043.0,-0.04,37.0,17.2,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0515,"₹27,134","₹4,12,49,59,23,248","₹83,02,93,64,011 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (7.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 14:00:07,2025-07-19 14:00:07,27134.0,412495923248.0,83029364011.0,-0.0515,37.0,15.516666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0423,"₹27,117","₹4,12,12,32,43,517","₹80,96,09,91,602 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (6.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 14:43:57,2025-07-19 14:43:57,27117.0,412123243517.0,80960991602.0,-0.0423,37.0,43.833333333333336,True,31_45_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.041,"₹27,184","₹4,13,19,14,55,599","₹79,71,04,05,371 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (10.2%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 15:16:31,2025-07-19 15:16:31,27184.0,413191455599.0,79710405371.0,-0.041,37.0,32.56666666666667,True,31_45_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0385,"₹27,081","₹4,11,75,26,77,631","₹78,52,80,40,762 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (3.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 15:47:23,2025-07-19 15:47:23,27081.0,411752677631.0,78528040762.0,-0.0385,37.0,30.866666666666667,True,31_45_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0361,"₹27,106","₹4,11,98,77,52,449","₹77,85,12,22,906 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (5.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 16:04:01,2025-07-19 16:04:01,27106.0,411987752449.0,77851222906.0,-0.0361,37.0,16.633333333333333,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0343,"₹27,157","₹4,12,87,83,59,037","₹77,61,64,69,358 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (8.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 16:19:41,2025-07-19 16:19:41,27157.0,412878359037.0,77616469358.0,-0.0343,37.0,15.666666666666666,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0418,"₹27,181","₹4,13,37,06,02,381","₹76,55,83,13,582 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (10.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 16:45:37,2025-07-19 16:45:37,27181.0,413370602381.0,76558313582.0,-0.0418,37.0,25.933333333333334,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0418,"₹27,181","₹4,13,37,06,02,381","₹76,55,83,13,582 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (10.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 16:45:57,2025-07-19 16:45:57,27181.0,413370602381.0,76558313582.0,-0.0418,37.0,0.3333333333333333,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.041,"₹27,084","₹4,11,66,55,31,288","₹75,10,44,81,900 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (4.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 17:31:25,2025-07-19 17:31:25,27084.0,411665531288.0,75104481900.0,-0.041,37.0,45.46666666666667,True,46_60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0437,"₹27,009","₹4,10,26,78,63,315","₹74,78,25,18,789 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (0.4%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 17:51:36,2025-07-19 17:51:36,27009.0,410267863315.0,74782518789.0,-0.0437,37.0,20.183333333333334,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0481,"₹27,078","₹4,11,53,29,70,372","₹74,50,09,26,531 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (4.6%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 18:16:03,2025-07-19 18:16:03,27078.0,411532970372.0,74500926531.0,-0.0481,37.0,24.45,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0479,"₹27,222","₹4,13,68,31,24,609","₹73,41,39,04,399 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (13.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 18:32:25,2025-07-19 18:32:25,27222.0,413683124609.0,73413904399.0,-0.0479,37.0,16.366666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0391,"₹27,126","₹4,12,32,13,87,385","₹71,06,52,18,438 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (8.6%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 18:47:33,2025-07-19 18:47:33,27126.0,412321387385.0,71065218438.0,-0.0391,37.0,15.133333333333333,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0441,"₹27,186","₹4,13,35,80,37,912","₹67,09,13,46,811 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (12.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 19:24:05,2025-07-19 19:24:05,27186.0,413358037912.0,67091346811.0,-0.0441,37.0,36.53333333333333,True,31_45_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0426,"₹27,151","₹4,12,71,46,14,649","₹66,57,11,09,170 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (10.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 19:33:26,2025-07-19 19:33:26,27151.0,412714614649.0,66571109170.0,-0.0426,37.0,9.35,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0383,"₹27,168","₹4,12,54,34,29,276","₹65,31,10,44,157 🔺",37,🔴 Far Below ATH,🔽 Near 24h Low (13.2%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-19 19:50:15,2025-07-19 19:50:15,27168.0,412543429276.0,65311044157.0,-0.0383,37.0,16.816666666666666,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0488,"₹28,667","₹4,36,81,66,59,201","₹52,72,07,97,971 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (93.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-20 22:33:57,2025-07-20 22:33:57,28667.0,436816659201.0,52720797971.0,0.0488,37.0,1603.7,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0486,"₹28,531","₹4,33,72,94,19,360","₹53,78,82,63,654 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (86.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-20 22:59:56,2025-07-20 22:59:56,28531.0,433729419360.0,53788263654.0,0.0486,37.0,25.983333333333334,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0486,"₹28,531","₹4,33,72,94,19,360","₹53,78,82,63,654 🔺",37,🔴 Far Below ATH,🔼 Near 24h High (86.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-20 23:00:15,2025-07-20 23:00:15,28531.0,433729419360.0,53788263654.0,0.0486,37.0,0.31666666666666665,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0462,"₹28,363","₹4,31,37,76,63,072","₹54,17,30,60,389 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (76.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-20 23:21:04,2025-07-20 23:21:04,28363.0,431377663072.0,54173060389.0,0.0462,37.0,20.816666666666666,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0424,"₹28,266","₹4,29,22,22,74,692","₹54,83,09,94,284 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (70.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-20 23:37:40,2025-07-20 23:37:40,28266.0,429222274692.0,54830994284.0,0.0424,37.0,16.6,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0371,"₹28,186","₹4,28,37,51,64,227","₹59,67,04,23,154 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (66.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-21 00:28:40,2025-07-21 00:28:40,28186.0,428375164227.0,59670423154.0,0.0371,37.0,51.0,True,46_60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0367,"₹28,177","₹4,28,37,51,64,227","₹59,72,66,93,301 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (65.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-21 00:32:14,2025-07-21 00:32:14,28177.0,428375164227.0,59726693301.0,0.0367,37.0,3.566666666666667,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0368,"₹28,026","₹4,25,29,84,10,579","₹59,50,15,87,684 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (57.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-21 02:58:34,2025-07-21 02:58:34,28026.0,425298410579.0,59501587684.0,0.0368,37.0,146.33333333333334,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,0.0379,"₹28,057","₹4,26,08,53,22,769","₹59,51,65,64,016 🔺",37,🔴 Far Below ATH,⚖️ In the Middle (58.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-21 03:00:26,2025-07-21 03:00:26,28057.0,426085322769.0,59516564016.0,0.0379,37.0,1.8666666666666667,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0314,"₹27,699","₹4,19,60,31,30,628","₹68,96,16,65,636 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (11.6%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-21 22:00:15,2025-07-21 22:00:15,27699.0,419603130628.0,68961665636.0,-0.0314,38.0,1139.8166666666666,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0336,"₹27,795","₹4,22,87,09,32,884","₹69,17,68,71,405 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (19.2%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-21 22:15:16,2025-07-21 22:15:16,27795.0,422870932884.0,69176871405.0,-0.0336,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0311,"₹27,829","₹4,22,31,39,52,249","₹69,48,34,52,310 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (21.9%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-21 22:30:15,2025-07-21 22:30:15,27829.0,422313952249.0,69483452310.0,-0.0311,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0349,"₹27,318","₹4,15,12,46,15,958","₹63,18,98,75,998 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (1.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 09:00:16,2025-07-22 09:00:16,27318.0,415124615958.0,63189875998.0,-0.0349,38.0,630.0166666666667,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0467,"₹27,127","₹4,14,35,35,71,313","₹63,19,75,29,616 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 09:15:16,2025-07-22 09:15:16,27127.0,414353571313.0,63197529616.0,-0.0467,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0446,"₹27,201","₹4,13,39,72,47,634","₹63,59,28,74,249 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (4.2%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 09:30:16,2025-07-22 09:30:16,27201.0,413397247634.0,63592874249.0,-0.0446,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.046,"₹27,256","₹4,14,47,70,05,801","₹68,23,99,58,158 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (7.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 09:45:16,2025-07-22 09:45:16,27256.0,414477005801.0,68239958158.0,-0.046,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0492,"₹27,139","₹4,14,02,37,46,076","₹69,25,15,26,330 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 10:00:16,2025-07-22 10:00:16,27139.0,414023746076.0,69251526330.0,-0.0492,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0506,"₹27,102","₹4,11,99,96,04,701","₹69,02,31,25,074 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 10:15:15,2025-07-22 10:15:15,27102.0,411999604701.0,69023125074.0,-0.0506,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0612,"₹26,720","₹4,06,28,48,65,127","₹70,81,99,97,672 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 10:30:15,2025-07-22 10:30:15,26720.0,406284865127.0,70819997672.0,-0.0612,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0604,"₹26,702","₹4,05,49,88,00,143","₹71,55,98,46,806 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (1.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 10:45:16,2025-07-22 10:45:16,26702.0,405498800143.0,71559846806.0,-0.0604,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.062,"₹26,760","₹4,06,70,30,76,258","₹71,97,04,44,174 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (3.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 11:07:51,2025-07-22 11:07:51,26760.0,406703076258.0,71970444174.0,-0.062,38.0,22.583333333333332,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0649,"₹26,745","₹4,06,76,21,86,851","₹71,73,31,70,302 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (3.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 11:15:15,2025-07-22 11:15:15,26745.0,406762186851.0,71733170302.0,-0.0649,38.0,7.4,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0657,"₹26,745","₹4,06,21,97,28,420","₹71,85,79,91,676 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (3.4%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 11:30:15,2025-07-22 11:30:15,26745.0,406219728420.0,71857991676.0,-0.0657,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0612,"₹26,878","₹4,06,50,11,81,085","₹71,92,31,88,302 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (9.6%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 11:45:16,2025-07-22 11:45:16,26878.0,406501181085.0,71923188302.0,-0.0612,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0629,"₹26,942","₹4,09,47,61,40,974","₹71,91,82,52,412 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (12.6%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 12:00:15,2025-07-22 12:00:15,26942.0,409476140974.0,71918252412.0,-0.0629,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0616,"₹26,905","₹4,09,30,65,45,257","₹71,82,44,03,543 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (10.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 12:15:15,2025-07-22 12:15:15,26905.0,409306545257.0,71824403543.0,-0.0616,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0616,"₹26,829","₹4,07,75,65,95,534","₹71,73,50,06,125 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (7.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 12:30:16,2025-07-22 12:30:16,26829.0,407756595534.0,71735006125.0,-0.0616,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.059,"₹26,958","₹4,08,88,16,46,614","₹71,76,95,62,958 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (13.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 12:45:15,2025-07-22 12:45:15,26958.0,408881646614.0,71769562958.0,-0.059,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.056,"₹27,048","₹4,10,72,58,74,629","₹71,94,51,36,835 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (17.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 13:00:15,2025-07-22 13:00:15,27048.0,410725874629.0,71945136835.0,-0.056,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0558,"₹26,997","₹4,10,65,07,49,132","₹72,21,95,38,028 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (15.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 13:15:15,2025-07-22 13:15:15,26997.0,410650749132.0,72219538028.0,-0.0558,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0612,"₹26,781","₹4,07,22,41,55,467","₹72,81,81,26,116 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (5.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 13:30:15,2025-07-22 13:30:15,26781.0,407224155467.0,72818126116.0,-0.0612,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0681,"₹26,619","₹4,04,85,61,54,280","₹72,11,86,09,745 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 13:45:15,2025-07-22 13:45:15,26619.0,404856154280.0,72118609745.0,-0.0681,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0767,"₹26,429","₹4,01,92,45,29,444","₹73,93,49,51,404 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 14:00:15,2025-07-22 14:00:15,26429.0,401924529444.0,73934951404.0,-0.0767,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0742,"₹26,503","₹4,02,77,45,48,233","₹73,68,42,46,641 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (3.4%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 14:15:15,2025-07-22 14:15:15,26503.0,402774548233.0,73684246641.0,-0.0742,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0695,"₹26,562","₹4,03,64,84,56,068","₹74,44,73,81,982 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (5.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 14:30:15,2025-07-22 14:30:15,26562.0,403648456068.0,74447381982.0,-0.0695,38.0,15.0,False,<=15_min,n8n_local
